berth,row,slot,value
0,19,3,17.5
0,19,4,22
0,19,5,17.5
0,19,6,21
0,19,7,19.5
0,19,8,23
0,19,9,24.5
0,19,10,25
0,19,11,21.5
0,19,12,22
0,19,13,25.5
0,19,14,25
0,19,15,22.5
0,19,16,27
0,19,17,23.5
0,19,18,28
0,19,19,28.5
0,19,20,27
0,19,21,29.5
0,19,22,29
0,19,23,31.5
1,0,0,19
1,0,1,17.5
1,0,2,21
1,0,3,19.5
1,0,4,19
1,0,5,20.5
1,0,6,19
1,0,7,19.5
1,0,8,21
1,0,9,24.5
1,0,10,23
1,0,11,25.5
1,0,12,23
1,0,13,22.5
1,0,14,22
1,0,15,27.5
1,0,16,24
1,0,17,25.5
1,0,18,29
1,0,19,25.5
1,0,20,29
1,0,21,30.5
1,0,22,30
1,0,23,26.5
1,1,0,19
1,1,1,16.5
1,1,2,17
1,1,3,20.5
1,1,4,18
1,1,5,22.5
1,1,6,23
1,1,7,21.5
1,1,8,20
1,1,9,20.5
1,1,10,24
1,1,11,25.5
1,1,12,26
1,1,13,23.5
1,1,14,25
1,1,15,26.5
1,1,16,27
1,1,17,24.5
1,1,18,26
1,1,19,28.5
1,1,20,26
1,1,21,30.5
1,1,22,30
1,1,23,28.5
1,2,0,20
1,2,1,15.5
1,2,2,18
1,2,3,18.5
1,2,4,17
1,2,5,18.5
1,2,6,19
1,2,7,19.5
1,2,8,20
1,2,9,24.5
1,2,10,20
1,2,11,20.5
1,2,12,22
1,2,13,23.5
1,2,14,24
1,2,15,24.5
1,2,16,24
1,2,17,26.5
1,2,18,26
1,2,19,25.5
1,2,20,25
1,2,21,28.5
1,2,22,30
1,2,23,28.5
1,3,0,15
1,3,1,18.5
1,3,2,20
1,3,3,20.5
1,3,4,21
1,3,5,18.5
1,3,6,19
1,3,7,23.5
1,3,8,24
1,3,9,22.5
1,3,10,24
1,3,11,24.5
1,3,12,26
1,3,13,23.5
1,3,14,26
1,3,15,27.5
1,3,16,26
1,3,17,24.5
1,3,18,29
1,3,19,26.5
1,3,20,26
1,3,21,27.5
1,3,22,27
1,3,23,27.5
1,4,0,18
1,4,1,19.5
1,4,2,18
1,4,3,18.5
1,4,4,21
1,4,5,22.5
1,4,6,22
1,4,7,23.5
1,4,8,24
1,4,9,19.5
1,4,10,23
1,4,11,25.5
1,4,12,25
1,4,13,21.5
1,4,14,25
1,4,15,27.5
1,4,16,27
1,4,17,26.5
1,4,18,25
1,4,19,29.5
1,4,20,28
1,4,21,29.5
1,4,22,29
1,4,23,27.5
1,5,0,16
1,5,1,18.5
1,5,2,21
1,5,3,21.5
1,5,4,21
1,5,5,22.5
1,5,6,19
1,5,7,22.5
1,5,8,23
1,5,9,23.5
1,5,10,24
1,5,11,22.5
1,5,12,21
1,5,13,22.5
1,5,14,26
1,5,15,24.5
1,5,16,24
1,5,17,26.5
1,5,18,24
1,5,19,26.5
1,5,20,26
1,5,21,30.5
1,5,22,31
1,5,23,26.5
1,6,0,16
1,6,1,18.5
1,6,2,18
1,6,3,20.5
1,6,4,20
1,6,5,17.5
1,6,6,22
1,6,7,18.5
1,6,8,19
1,6,9,23.5
1,6,10,24
1,6,11,24.5
1,6,12,21
1,6,13,22.5
1,6,14,26
1,6,15,23.5
1,6,16,25
1,6,17,24.5
1,6,18,25
1,6,19,26.5
1,6,20,29
1,6,21,29.5
1,6,22,27
1,6,23,29.5
1,7,0,19
1,7,1,16.5
1,7,2,17
1,7,3,17.5
1,7,4,19
1,7,5,17.5
1,7,6,18
1,7,7,23.5
1,7,8,22
1,7,9,21.5
1,7,10,23
1,7,11,21.5
1,7,12,22
1,7,13,23.5
1,7,14,25
1,7,15,27.5
1,7,16,23
1,7,17,23.5
1,7,18,28
1,7,19,24.5
1,7,20,30
1,7,21,26.5
1,7,22,31
1,7,23,29.5
1,8,0,15
1,8,1,19.5
1,8,2,20
1,8,3,19.5
1,8,4,21
1,8,5,19.5
1,8,6,19
1,8,7,22.5
1,8,8,20
1,8,9,19.5
1,8,10,22
1,8,11,23.5
1,8,12,23
1,8,13,23.5
1,8,14,26
1,8,15,22.5
1,8,16,23
1,8,17,27.5
1,8,18,27
1,8,19,24.5
1,8,20,29
1,8,21,25.5
1,8,22,28
1,8,23,29.5
1,9,0,18
1,9,1,19.5
1,9,2,16
1,9,3,19.5
1,9,4,20
1,9,5,19.5
1,9,6,23
1,9,7,23.5
1,9,8,24
1,9,9,24.5
1,9,10,25
1,9,11,22.5
1,9,12,22
1,9,13,24.5
1,9,14,22
1,9,15,26.5
1,9,16,23
1,9,17,26.5
1,9,18,28
1,9,19,26.5
1,9,20,26
1,9,21,25.5
1,9,22,27
1,9,23,26.5
1,10,0,18
1,10,1,19.5
1,10,2,17
1,10,3,19.5
1,10,4,17
1,10,5,18.5
1,10,6,18
1,10,7,23.5
1,10,8,23
1,10,9,21.5
1,10,10,21
1,10,11,22.5
1,10,12,23
1,10,13,23.5
1,10,14,26
1,10,15,22.5
1,10,16,26
1,10,17,23.5
1,10,18,29
1,10,19,29.5
1,10,20,27
1,10,21,30.5
1,10,22,29
1,10,23,30.5
1,11,0,18
1,11,1,19.5
1,11,2,19
1,11,3,20.5
1,11,4,21
1,11,5,22.5
1,11,6,21
1,11,7,19.5
1,11,8,24
1,11,9,21.5
1,11,10,22
1,11,11,25.5
1,11,12,23
1,11,13,22.5
1,11,14,26
1,11,15,24.5
1,11,16,26
1,11,17,23.5
1,11,18,29
1,11,19,24.5
1,11,20,25
1,11,21,30.5
1,11,22,29
1,11,23,28.5
1,12,0,20
1,12,1,17.5
1,12,2,18
1,12,3,18.5
1,12,4,18
1,12,5,20.5
1,12,6,21
1,12,7,20.5
1,12,8,24
1,12,9,20.5
1,12,10,22
1,12,11,21.5
1,12,12,24
1,12,13,21.5
1,12,14,27
1,12,15,22.5
1,12,16,23
1,12,17,25.5
1,12,18,25
1,12,19,28.5
1,12,20,29
1,12,21,25.5
1,12,22,27
1,12,23,28.5
1,13,0,15
1,13,1,19.5
1,13,2,19
1,13,3,17.5
1,13,4,19
1,13,5,22.5
1,13,6,21
1,13,7,23.5
1,13,8,23
1,13,9,23.5
1,13,10,20
1,13,11,20.5
1,13,12,26
1,13,13,21.5
1,13,14,27
1,13,15,25.5
1,13,16,23
1,13,17,24.5
1,13,18,28
1,13,19,24.5
1,13,20,30
1,13,21,29.5
1,13,22,30
1,13,23,26.5
1,14,0,20
1,14,1,16.5
1,14,2,19
1,14,3,17.5
1,14,4,22
1,14,5,19.5
1,14,6,22
1,14,7,19.5
1,14,8,22
1,14,9,23.5
1,14,10,23
1,14,11,21.5
1,14,12,25
1,14,13,22.5
1,14,14,27
1,14,15,22.5
1,14,16,25
1,14,17,26.5
1,14,18,27
1,14,19,28.5
1,14,20,26
1,14,21,27.5
1,14,22,28
1,14,23,30.5
1,15,0,20
1,15,1,17.5
1,15,2,18
1,15,3,21.5
1,15,4,18
1,15,5,20.5
1,15,6,18
1,15,7,23.5
1,15,8,22
1,15,9,20.5
1,15,10,21
1,15,11,20.5
1,15,12,25
1,15,13,26.5
1,15,14,22
1,15,15,24.5
1,15,16,28
1,15,17,24.5
1,15,18,25
1,15,19,28.5
1,15,20,28
1,15,21,29.5
1,15,22,30
1,15,23,28.5
1,16,0,15
1,16,1,17.5
1,16,2,21
1,16,3,21.5
1,16,4,22
1,16,5,22.5
1,16,6,20
1,16,7,18.5
1,16,8,24
1,16,9,19.5
1,16,10,21
1,16,11,23.5
1,16,12,24
1,16,13,21.5
1,16,14,22
1,16,15,24.5
1,16,16,24
1,16,17,27.5
1,16,18,28
1,16,19,27.5
1,16,20,28
1,16,21,26.5
1,16,22,26
1,16,23,26.5
1,17,0,19
1,17,1,20.5
1,17,2,18
1,17,3,21.5
1,17,4,18
1,17,5,19.5
1,17,6,21
1,17,7,18.5
1,17,8,23
1,17,9,19.5
1,17,10,21
1,17,11,24.5
1,17,12,26
1,17,13,22.5
1,17,14,26
1,17,15,22.5
1,17,16,26
1,17,17,28.5
1,17,18,26
1,17,19,26.5
1,17,20,30
1,17,21,28.5
1,17,22,30
1,17,23,29.5
1,18,0,19
1,18,1,19.5
1,18,2,18
1,18,3,19.5
1,18,4,21
1,18,5,22.5
1,18,6,19
1,18,7,23.5
1,18,8,21
1,18,9,19.5
1,18,10,24
1,18,11,21.5
1,18,12,24
1,18,13,24.5
1,18,14,27
1,18,15,23.5
1,18,16,27
1,18,17,23.5
1,18,18,27
1,18,19,25.5
1,18,20,25
1,18,21,29.5
1,18,22,29
1,18,23,29.5
1,19,0,18
1,19,1,18.5
1,19,2,17
1,19,3,19.5
1,19,4,22
1,19,5,18.5
1,19,6,22
1,19,7,21.5
1,19,8,21
1,19,9,21.5
1,19,10,25
1,19,11,22.5
1,19,12,24
1,19,13,24.5
1,19,14,27
1,19,15,27.5
1,19,16,28
1,19,17,26.5
1,19,18,25
1,19,19,24.5
1,19,20,28
1,19,21,29.5
1,19,22,31
1,19,23,28.5
