ship,berth,k,value
20,0,1,7508
20,0,2,6746
20,1,0,10585
20,1,1,10259
20,1,2,8569
20,2,0,8196
20,2,1,10825
20,2,2,7480
20,3,0,10714
20,3,1,5818
20,3,2,9209
20,4,0,10879
20,4,1,7499
20,4,2,7234
20,5,0,7634
20,5,1,10965
20,5,2,5752
21,0,0,8932
21,0,1,10322
21,0,2,5376
21,1,0,5293
21,1,1,8579
21,1,2,7462
21,2,0,6705
21,2,1,7827
21,2,2,5065
21,3,0,6392
21,3,1,6384
21,3,2,10162
21,4,0,5330
21,4,1,8421
21,4,2,10204
21,5,0,7698
21,5,1,7226
21,5,2,5335
22,0,0,10895
22,0,1,7256
22,0,2,5392
22,1,0,6452
22,1,1,6147
22,1,2,6780
22,2,0,8405
22,2,1,7784
22,2,2,8831
22,3,0,5800
22,3,1,8630
22,3,2,5935
22,4,0,7487
22,4,1,6848
22,4,2,7244
22,5,0,7356
22,5,1,7964
22,5,2,9858
23,0,0,10016
23,0,1,10426
23,0,2,10477
23,1,0,9561
23,1,1,9723
23,1,2,8632
23,2,0,7512
23,2,1,7094
23,2,2,6639
23,3,0,5329
23,3,1,7581
23,3,2,5154
23,4,0,8220
23,4,1,7233
23,4,2,6863
23,5,0,7486
23,5,1,6501
23,5,2,7526
24,0,0,6162
24,0,1,10033
24,0,2,10408
24,1,0,6947
24,1,1,8661
24,1,2,8648
24,2,0,5710
24,2,1,5473
24,2,2,10106
24,3,0,7029
24,3,1,10487
24,3,2,6856
24,4,0,10710
24,4,1,7602
24,4,2,8091
24,5,0,8566
24,5,1,5032
24,5,2,6879
25,0,0,5527
25,0,1,9717
25,0,2,9566
25,1,0,7429
25,1,1,10587
25,1,2,8235
25,2,0,7373
25,2,1,8812
25,2,2,8841
25,3,0,7335
25,3,1,8908
25,3,2,8989
25,4,0,6407
25,4,1,6540
25,4,2,7346
25,5,0,10995
25,5,1,10853
25,5,2,10426
26,0,0,6494
26,0,1,7221
26,0,2,8048
26,1,0,5923
26,1,1,6200
26,1,2,7287
26,2,0,5283
26,2,1,6267
26,2,2,8342
26,3,0,5478
26,3,1,6007
26,3,2,5937
26,4,0,10934
26,4,1,6584
26,4,2,8369
26,5,0,7839
26,5,1,9054
26,5,2,7478
27,0,0,10737
27,0,1,10052
27,0,2,10900
27,1,0,6695
27,1,1,8277
27,1,2,7554
27,2,0,10713
27,2,1,10627
27,2,2,10413
27,3,0,8128
27,3,1,5194
27,3,2,10642
27,4,0,9618
27,4,1,7909
27,4,2,10937
27,5,0,5387
27,5,1,6851
27,5,2,10511
28,0,0,7901
28,0,1,5194
28,0,2,8051
28,1,0,5369
28,1,1,7811
28,1,2,6035
28,2,0,8557
28,2,1,6336
28,2,2,9661
28,3,0,7019
28,3,1,8896
28,3,2,8467
28,4,0,8272
28,4,1,8049
28,4,2,5280
28,5,0,5147
28,5,1,9327
28,5,2,10967
29,0,0,8581
29,0,1,7057
29,0,2,7199
29,1,0,6173
29,1,1,5823
29,1,2,9491
29,2,0,8048
29,2,1,9636
29,2,2,10146
29,3,0,5754
29,3,1,9409
29,3,2,7845
29,4,0,10478
29,4,1,8680
29,4,2,5063
29,5,0,8677
29,5,1,6933
29,5,2,10592
