berth,row,slot,value
0,9,3,20.5
0,9,4,22
0,9,5,20.5
0,9,6,19
0,9,7,19.5
0,9,8,22
0,9,9,22.5
0,9,10,20
0,9,11,21.5
0,9,12,21
0,9,13,21.5
0,9,14,27
0,9,15,26.5
0,9,16,28
0,9,17,25.5
0,9,18,27
0,9,19,27.5
0,9,20,28
0,9,21,28.5
0,9,22,27
0,9,23,29.5
0,10,0,20
0,10,1,19.5
0,10,2,19
0,10,3,17.5
0,10,4,21
0,10,5,22.5
0,10,6,22
0,10,7,18.5
0,10,8,24
0,10,9,21.5
0,10,10,20
0,10,11,23.5
0,10,12,25
0,10,13,24.5
0,10,14,23
0,10,15,27.5
0,10,16,23
0,10,17,23.5
0,10,18,28
0,10,19,26.5
0,10,20,30
0,10,21,30.5
0,10,22,30
0,10,23,29.5
0,11,0,20
0,11,1,15.5
0,11,2,20
0,11,3,20.5
0,11,4,20
0,11,5,20.5
0,11,6,20
0,11,7,21.5
0,11,8,24
0,11,9,21.5
0,11,10,22
0,11,11,23.5
0,11,12,23
0,11,13,21.5
0,11,14,27
0,11,15,26.5
0,11,16,27
0,11,17,27.5
0,11,18,29
0,11,19,29.5
0,11,20,26
0,11,21,29.5
0,11,22,26
0,11,23,27.5
0,12,0,18
0,12,1,15.5
0,12,2,21
0,12,3,16.5
0,12,4,20
0,12,5,19.5
0,12,6,18
0,12,7,21.5
0,12,8,23
0,12,9,19.5
0,12,10,25
0,12,11,25.5
0,12,12,26
0,12,13,21.5
0,12,14,23
0,12,15,25.5
0,12,16,28
0,12,17,23.5
0,12,18,28
0,12,19,24.5
0,12,20,27
0,12,21,25.5
0,12,22,26
0,12,23,30.5
0,13,0,19
0,13,1,17.5
0,13,2,17
0,13,3,17.5
0,13,4,21
0,13,5,19.5
0,13,6,19
0,13,7,18.5
0,13,8,24
0,13,9,23.5
0,13,10,24
0,13,11,23.5
0,13,12,21
0,13,13,24.5
0,13,14,22
0,13,15,24.5
0,13,16,23
0,13,17,28.5
0,13,18,28
0,13,19,26.5
0,13,20,29
0,13,21,27.5
0,13,22,26
0,13,23,27.5
0,14,0,16
0,14,1,15.5
0,14,2,19
0,14,3,18.5
0,14,4,21
0,14,5,18.5
0,14,6,19
0,14,7,20.5
0,14,8,20
0,14,9,21.5
0,14,10,24
0,14,11,21.5
0,14,12,23
0,14,13,23.5
0,14,14,23
0,14,15,27.5
0,14,16,24
0,14,17,26.5
0,14,18,27
0,14,19,29.5
0,14,20,30
0,14,21,27.5
0,14,22,31
0,14,23,27.5
0,15,0,19
0,15,1,19.5
0,15,2,17
0,15,3,17.5
0,15,4,19
0,15,5,20.5
0,15,6,21
0,15,7,18.5
0,15,8,24
0,15,9,20.5
0,15,10,22
0,15,11,20.5
0,15,12,25
0,15,13,21.5
0,15,14,23
0,15,15,23.5
0,15,16,23
0,15,17,27.5
0,15,18,28
0,15,19,28.5
0,15,20,27
0,15,21,27.5
0,15,22,31
0,15,23,26.5
0,16,0,16
0,16,1,17.5
0,16,2,21
0,16,3,16.5
0,16,4,18
0,16,5,17.5
0,16,6,22
0,16,7,19.5
0,16,8,22
0,16,9,23.5
0,16,10,20
0,16,11,24.5
0,16,12,24
0,16,13,25.5
0,16,14,27
0,16,15,25.5
0,16,16,26
0,16,17,28.5
0,16,18,24
0,16,19,24.5
0,16,20,30
0,16,21,29.5
0,16,22,29
0,16,23,28.5
0,17,0,18
0,17,1,18.5
0,17,2,16
0,17,3,18.5
0,17,4,17
0,17,5,20.5
0,17,6,20
0,17,7,22.5
0,17,8,19
0,17,9,22.5
0,17,10,21
0,17,11,20.5
0,17,12,25
0,17,13,25.5
0,17,14,22
0,17,15,27.5
0,17,16,26
0,17,17,25.5
0,17,18,28
0,17,19,26.5
0,17,20,29
0,17,21,30.5
0,17,22,28
0,17,23,27.5
0,18,0,20
0,18,1,19.5
0,18,2,19
0,18,3,17.5
0,18,4,19
0,18,5,17.5
0,18,6,23
0,18,7,20.5
0,18,8,21
0,18,9,21.5
0,18,10,22
0,18,11,25.5
0,18,12,22
0,18,13,23.5
0,18,14,27
0,18,15,27.5
0,18,16,27
0,18,17,28.5
0,18,18,25
0,18,19,29.5
0,18,20,29
0,18,21,30.5
0,18,22,29
0,18,23,31.5
0,19,0,19
0,19,1,17.5
0,19,2,16
0,19,3,19.5
0,19,4,18
0,19,5,17.5
0,19,6,23
0,19,7,18.5
0,19,8,21
0,19,9,24.5
0,19,10,21
0,19,11,24.5
0,19,12,23
0,19,13,22.5
0,19,14,25
0,19,15,25.5
0,19,16,23
0,19,17,25.5
0,19,18,24
0,19,19,29.5
0,19,20,29
0,19,21,26.5
0,19,22,27
0,19,23,29.5
1,0,0,20
1,0,1,18.5
1,0,2,17
1,0,3,17.5
1,0,4,20
1,0,5,20.5
1,0,6,23
1,0,7,23.5
1,0,8,24
1,0,9,22.5
1,0,10,22
1,0,11,25.5
1,0,12,24
1,0,13,22.5
1,0,14,23
1,0,15,27.5
1,0,16,24
1,0,17,26.5
1,0,18,25
1,0,19,24.5
1,0,20,26
1,0,21,28.5
1,0,22,26
1,0,23,29.5
1,1,0,20
1,1,1,19.5
1,1,2,21
1,1,3,17.5
1,1,4,19
1,1,5,17.5
1,1,6,21
1,1,7,23.5
1,1,8,24
1,1,9,19.5
1,1,10,25
1,1,11,23.5
1,1,12,22
1,1,13,26.5
1,1,14,22
1,1,15,23.5
1,1,16,28
1,1,17,26.5
1,1,18,28
1,1,19,27.5
1,1,20,29
1,1,21,30.5
1,1,22,31
1,1,23,31.5
1,2,0,18
1,2,1,19.5
1,2,2,21
1,2,3,18.5
1,2,4,17
1,2,5,17.5
1,2,6,18
1,2,7,18.5
1,2,8,20
1,2,9,24.5
1,2,10,22
1,2,11,23.5
1,2,12,22
1,2,13,21.5
1,2,14,22
1,2,15,23.5
1,2,16,23
1,2,17,23.5
1,2,18,28
1,2,19,28.5
1,2,20,25
1,2,21,27.5
1,2,22,30
1,2,23,28.5
1,3,0,17
1,3,1,18.5
1,3,2,18
1,3,3,21.5
1,3,4,17
1,3,5,17.5
1,3,6,22
1,3,7,21.5
1,3,8,21
1,3,9,22.5
1,3,10,24
1,3,11,22.5
1,3,12,26
1,3,13,26.5
1,3,14,25
1,3,15,27.5
1,3,16,25
1,3,17,25.5
1,3,18,24
1,3,19,25.5
1,3,20,27
1,3,21,26.5
1,3,22,29
1,3,23,26.5
1,4,0,18
1,4,1,16.5
1,4,2,18
1,4,3,20.5
1,4,4,17
1,4,5,18.5
1,4,6,22
1,4,7,23.5
1,4,8,21
1,4,9,21.5
1,4,10,25
1,4,11,20.5
1,4,12,25
1,4,13,24.5
1,4,14,22
1,4,15,27.5
1,4,16,23
1,4,17,25.5
1,4,18,25
1,4,19,26.5
1,4,20,30
1,4,21,27.5
1,4,22,30
1,4,23,29.5
1,5,0,20
1,5,1,15.5
1,5,2,21
1,5,3,18.5
1,5,4,18
1,5,5,20.5
1,5,6,22
1,5,7,18.5
1,5,8,24
1,5,9,23.5
1,5,10,25
1,5,11,22.5
1,5,12,23
1,5,13,26.5
1,5,14,27
1,5,15,27.5
1,5,16,25
1,5,17,28.5
1,5,18,26
1,5,19,28.5
1,5,20,30
1,5,21,28.5
1,5,22,28
1,5,23,30.5
1,6,0,20
1,6,1,16.5
1,6,2,16
1,6,3,20.5
1,6,4,19
1,6,5,22.5
1,6,6,20
1,6,7,21.5
1,6,8,23
1,6,9,23.5
1,6,10,22
1,6,11,22.5
1,6,12,25
1,6,13,21.5
1,6,14,26
1,6,15,25.5
1,6,16,24
1,6,17,26.5
1,6,18,24
1,6,19,24.5
1,6,20,27
1,6,21,25.5
1,6,22,27
1,6,23,30.5
1,7,0,16
1,7,1,16.5
1,7,2,21
1,7,3,18.5
1,7,4,20
1,7,5,20.5
1,7,6,21
1,7,7,20.5
1,7,8,19
1,7,9,20.5
1,7,10,25
1,7,11,24.5
1,7,12,25
1,7,13,25.5
1,7,14,26
1,7,15,26.5
1,7,16,24
1,7,17,23.5
1,7,18,27
1,7,19,28.5
1,7,20,27
1,7,21,29.5
1,7,22,30
1,7,23,29.5
1,8,0,20
1,8,1,15.5
1,8,2,21
1,8,3,17.5
1,8,4,18
1,8,5,19.5
1,8,6,22
1,8,7,22.5
1,8,8,19
1,8,9,23.5
1,8,10,22
1,8,11,25.5
1,8,12,23
1,8,13,23.5
1,8,14,27
1,8,15,23.5
1,8,16,27
1,8,17,24.5
1,8,18,27
1,8,19,25.5
1,8,20,25
1,8,21,30.5
1,8,22,31
1,8,23,31.5
1,9,0,19
1,9,1,18.5
1,9,2,21
1,9,3,17.5
1,9,4,22
1,9,5,20.5
1,9,6,19
1,9,7,19.5
1,9,8,24
1,9,9,24.5
1,9,10,21
1,9,11,21.5
1,9,12,25
1,9,13,25.5
1,9,14,26
1,9,15,27.5
1,9,16,26
1,9,17,24.5
1,9,18,28
1,9,19,27.5
1,9,20,25
1,9,21,30.5
1,9,22,28
1,9,23,29.5
1,10,0,20
1,10,1,17.5
1,10,2,18
1,10,3,16.5
1,10,4,18
1,10,5,19.5
1,10,6,20
1,10,7,23.5
1,10,8,22
1,10,9,24.5
1,10,10,23
1,10,11,23.5
1,10,12,25
1,10,13,25.5
1,10,14,22
1,10,15,26.5
1,10,16,26
1,10,17,25.5
1,10,18,25
1,10,19,24.5
1,10,20,25
1,10,21,28.5
1,10,22,31
1,10,23,31.5
1,11,0,17
1,11,1,20.5
1,11,2,21
1,11,3,19.5
1,11,4,18
1,11,5,19.5
1,11,6,19
1,11,7,20.5
1,11,8,24
1,11,9,23.5
1,11,10,20
1,11,11,23.5
1,11,12,25
1,11,13,22.5
1,11,14,22
1,11,15,27.5
1,11,16,24
1,11,17,23.5
1,11,18,28
1,11,19,27.5
1,11,20,28
1,11,21,28.5
1,11,22,31
1,11,23,30.5
1,12,0,16
1,12,1,15.5
1,12,2,19
1,12,3,21.5
1,12,4,19
1,12,5,19.5
1,12,6,18
1,12,7,22.5
1,12,8,24
1,12,9,21.5
1,12,10,22
1,12,11,22.5
1,12,12,21
1,12,13,22.5
1,12,14,27
1,12,15,22.5
1,12,16,28
1,12,17,27.5
1,12,18,28
1,12,19,24.5
1,12,20,27
1,12,21,29.5
1,12,22,31
1,12,23,28.5
1,13,0,16
1,13,1,20.5
1,13,2,19
1,13,3,20.5
1,13,4,18
1,13,5,20.5
1,13,6,21
1,13,7,23.5
1,13,8,20
1,13,9,21.5
1,13,10,23
1,13,11,24.5
1,13,12,26
1,13,13,21.5
1,13,14,27
1,13,15,27.5
1,13,16,23
1,13,17,23.5
1,13,18,29
1,13,19,26.5
1,13,20,28
1,13,21,27.5
1,13,22,29
1,13,23,29.5
1,14,0,15
1,14,1,20.5
1,14,2,17
1,14,3,17.5
1,14,4,20
1,14,5,20.5
1,14,6,18
1,14,7,23.5
1,14,8,23
1,14,9,21.5
1,14,10,25
1,14,11,22.5
1,14,12,22
1,14,13,23.5
1,14,14,22
1,14,15,26.5
1,14,16,28
1,14,17,25.5
1,14,18,28
1,14,19,27.5
1,14,20,28
1,14,21,28.5
1,14,22,31
1,14,23,27.5
1,15,0,18
1,15,1,16.5
1,15,2,16
1,15,3,21.5
1,15,4,19
1,15,5,21.5
1,15,6,19
1,15,7,20.5
1,15,8,22
1,15,9,21.5
1,15,10,22
1,15,11,22.5
1,15,12,26
1,15,13,23.5
1,15,14,26
1,15,15,23.5
1,15,16,27
1,15,17,23.5
1,15,18,28
1,15,19,26.5
1,15,20,30
1,15,21,25.5
1,15,22,31
1,15,23,30.5
1,16,0,15
1,16,1,18.5
1,16,2,17
1,16,3,18.5
1,16,4,22
1,16,5,19.5
1,16,6,20
1,16,7,22.5
1,16,8,20
1,16,9,20.5
1,16,10,23
1,16,11,23.5
1,16,12,21
1,16,13,25.5
1,16,14,24
1,16,15,27.5
1,16,16,23
1,16,17,25.5
1,16,18,27
1,16,19,28.5
1,16,20,26
1,16,21,30.5
1,16,22,27
1,16,23,31.5
1,17,0,20
1,17,1,15.5
1,17,2,18
1,17,3,18.5
1,17,4,18
1,17,5,17.5
1,17,6,22
1,17,7,22.5
1,17,8,20
1,17,9,20.5
1,17,10,22
1,17,11,24.5
1,17,12,23
1,17,13,25.5
1,17,14,27
1,17,15,24.5
1,17,16,25
1,17,17,23.5
1,17,18,27
1,17,19,29.5
1,17,20,29
1,17,21,26.5
1,17,22,31
1,17,23,27.5
1,18,0,17
1,18,1,16.5
1,18,2,16
1,18,3,21.5
1,18,4,18
1,18,5,21.5
1,18,6,19
1,18,7,22.5
1,18,8,19
1,18,9,19.5
1,18,10,24
1,18,11,22.5
1,18,12,23
1,18,13,23.5
1,18,14,24
1,18,15,23.5
1,18,16,23
1,18,17,25.5
1,18,18,28
1,18,19,25.5
1,18,20,28
1,18,21,26.5
1,18,22,28
1,18,23,26.5
1,19,0,20
1,19,1,19.5
1,19,2,17
1,19,3,16.5
1,19,4,19
1,19,5,21.5
1,19,6,22
1,19,7,18.5
1,19,8,24
1,19,9,20.5
1,19,10,21
1,19,11,23.5
1,19,12,25
1,19,13,23.5
1,19,14,27
1,19,15,23.5
1,19,16,23
1,19,17,24.5
1,19,18,24
1,19,19,24.5
1,19,20,29
1,19,21,28.5
1,19,22,30
1,19,23,30.5
