ship,berth,k,value
36,3,1,6569
36,3,2,7014
36,4,0,7274
36,4,1,6665
36,4,2,6712
36,5,0,6075
36,5,1,5528
36,5,2,9886
36,6,0,7133
36,6,1,6262
36,6,2,9160
36,7,0,9908
36,7,1,6552
36,7,2,7197
37,0,0,5197
37,0,1,8773
37,0,2,6827
37,1,0,10145
37,1,1,10012
37,1,2,10063
37,2,0,5221
37,2,1,6377
37,2,2,10711
37,3,0,9743
37,3,1,6475
37,3,2,8335
37,4,0,8336
37,4,1,9821
37,4,2,6457
37,5,0,9381
37,5,1,9040
37,5,2,10487
37,6,0,9798
37,6,1,9037
37,6,2,7230
37,7,0,8128
37,7,1,5381
37,7,2,8153
38,0,0,5755
38,0,1,7103
38,0,2,9370
38,1,0,6501
38,1,1,7496
38,1,2,6849
38,2,0,6472
38,2,1,8560
38,2,2,7382
38,3,0,9123
38,3,1,7387
38,3,2,6044
38,4,0,8507
38,4,1,10622
38,4,2,10690
38,5,0,6647
38,5,1,7902
38,5,2,10141
38,6,0,10747
38,6,1,9962
38,6,2,5876
38,7,0,6120
38,7,1,6653
38,7,2,7532
39,0,0,9725
39,0,1,10594
39,0,2,5085
39,1,0,5066
39,1,1,10644
39,1,2,6499
39,2,0,7160
39,2,1,10556
39,2,2,9191
39,3,0,10460
39,3,1,6085
39,3,2,7683
39,4,0,8102
39,4,1,6321
39,4,2,8858
39,5,0,6573
39,5,1,10144
39,5,2,9476
39,6,0,6906
39,6,1,5982
39,6,2,10830
39,7,0,10212
39,7,1,6110
39,7,2,9829
40,0,0,5938
40,0,1,5616
40,0,2,5362
40,1,0,8542
40,1,1,10766
40,1,2,5430
40,2,0,8865
40,2,1,6730
40,2,2,8275
40,3,0,5571
40,3,1,5348
40,3,2,9615
40,4,0,7735
40,4,1,9334
40,4,2,5926
40,5,0,6391
40,5,1,10921
40,5,2,8012
40,6,0,6307
40,6,1,6143
40,6,2,7430
40,7,0,7523
40,7,1,7490
40,7,2,9615
41,0,0,6232
41,0,1,7376
41,0,2,7173
41,1,0,7409
41,1,1,5319
41,1,2,9146
41,2,0,5583
41,2,1,7184
41,2,2,8807
41,3,0,9196
41,3,1,7181
41,3,2,9937
41,4,0,7003
41,4,1,10681
41,4,2,8968
41,5,0,9634
41,5,1,8058
41,5,2,6832
41,6,0,6292
41,6,1,7507
41,6,2,6551
41,7,0,10951
41,7,1,7515
41,7,2,10528
42,0,0,8346
42,0,1,6685
42,0,2,8502
42,1,0,5500
42,1,1,6852
42,1,2,9982
42,2,0,7226
42,2,1,9940
42,2,2,5568
42,3,0,9138
42,3,1,6249
42,3,2,9538
42,4,0,9202
42,4,1,8934
42,4,2,10578
42,5,0,10558
42,5,1,9716
42,5,2,8065
42,6,0,7137
42,6,1,5399
42,6,2,5225
42,7,0,6765
42,7,1,10604
42,7,2,5075
43,0,0,9266
43,0,1,7590
43,0,2,5678
43,1,0,6288
43,1,1,10185
43,1,2,7571
43,2,0,9886
43,2,1,9024
43,2,2,9852
43,3,0,7543
43,3,1,8590
43,3,2,10077
43,4,0,9250
43,4,1,6962
43,4,2,8279
43,5,0,6444
43,5,1,8012
43,5,2,7905
43,6,0,8126
43,6,1,7190
43,6,2,5115
43,7,0,7758
43,7,1,7713
43,7,2,9406
44,0,0,6837
44,0,1,9952
44,0,2,8001
44,1,0,5447
44,1,1,7107
44,1,2,9285
44,2,0,6813
44,2,1,10856
44,2,2,10506
44,3,0,10758
44,3,1,5035
44,3,2,7526
44,4,0,8438
44,4,1,9266
44,4,2,8608
44,5,0,9283
44,5,1,10733
44,5,2,5140
44,6,0,6439
44,6,1,9409
44,6,2,8523
44,7,0,9872
44,7,1,8759
44,7,2,9351
