ship,berth,k,value
20,2,1,9884
20,2,2,10501
20,3,0,6130
20,3,1,5634
20,3,2,5227
20,4,0,10060
20,4,1,7881
20,4,2,6580
21,0,0,9514
21,0,1,5422
21,0,2,6355
21,1,0,9914
21,1,1,8870
21,1,2,6879
21,2,0,5877
21,2,1,7848
21,2,2,8883
21,3,0,6741
21,3,1,5757
21,3,2,9033
21,4,0,8670
21,4,1,10392
21,4,2,9991
