ship,berth,k,value
14,2,0,8614
14,2,1,6478
14,2,2,10228
14,3,0,6637
14,3,1,7298
14,3,2,7381
14,4,0,7640
14,4,1,10945
14,4,2,8367
14,5,0,5815
14,5,1,8693
14,5,2,9695
15,0,0,5147
15,0,1,9911
15,0,2,6014
15,1,0,10801
15,1,1,7995
15,1,2,6329
15,2,0,6637
15,2,1,7668
15,2,2,7687
15,3,0,5678
15,3,1,8142
15,3,2,10018
15,4,0,9570
15,4,1,5861
15,4,2,8047
15,5,0,9291
15,5,1,9777
15,5,2,5793
16,0,0,10030
16,0,1,9589
16,0,2,6107
16,1,0,6932
16,1,1,6022
16,1,2,10680
16,2,0,7590
16,2,1,10308
16,2,2,10454
16,3,0,7643
16,3,1,8053
16,3,2,6047
16,4,0,5727
16,4,1,10867
16,4,2,9596
16,5,0,6064
16,5,1,6480
16,5,2,9415
17,0,0,7659
17,0,1,7854
17,0,2,5896
17,1,0,9408
17,1,1,10514
17,1,2,10956
17,2,0,7972
17,2,1,5501
17,2,2,7372
17,3,0,6319
17,3,1,8481
17,3,2,6808
17,4,0,8942
17,4,1,8964
17,4,2,6789
17,5,0,5907
17,5,1,6086
17,5,2,10315
18,0,0,7336
18,0,1,8938
18,0,2,7129
18,1,0,7032
18,1,1,6424
18,1,2,5491
18,2,0,6663
18,2,1,7637
18,2,2,7581
18,3,0,6577
18,3,1,7030
18,3,2,7039
18,4,0,9266
18,4,1,10041
18,4,2,7202
18,5,0,5579
18,5,1,8990
18,5,2,10277
19,0,0,5781
19,0,1,10005
19,0,2,7626
19,1,0,10467
19,1,1,7863
19,1,2,5912
19,2,0,10055
19,2,1,9420
19,2,2,10724
19,3,0,8418
19,3,1,6839
19,3,2,5089
19,4,0,5771
19,4,1,6929
19,4,2,6259
19,5,0,10787
19,5,1,5453
19,5,2,7929
20,0,0,8127
20,0,1,8896
20,0,2,9627
20,1,0,9177
20,1,1,6037
20,1,2,10118
20,2,0,8494
20,2,1,10599
20,2,2,9005
20,3,0,5024
20,3,1,10887
20,3,2,9615
20,4,0,5691
20,4,1,10131
20,4,2,9209
20,5,0,8375
20,5,1,5184
20,5,2,8218
21,0,0,8231
21,0,1,6101
21,0,2,5685
21,1,0,8096
21,1,1,5230
21,1,2,5008
21,2,0,9796
21,2,1,9708
21,2,2,8859
21,3,0,10076
21,3,1,7808
21,3,2,9831
21,4,0,9628
21,4,1,8108
21,4,2,5086
21,5,0,6231
21,5,1,10981
21,5,2,7290
22,0,0,7579
22,0,1,10048
22,0,2,6950
22,1,0,7562
22,1,1,9229
22,1,2,5800
22,2,0,5862
22,2,1,9240
22,2,2,5341
22,3,0,10850
22,3,1,10018
22,3,2,6010
22,4,0,9634
22,4,1,7227
22,4,2,10394
22,5,0,7854
22,5,1,9580
22,5,2,9666
23,0,0,6035
23,0,1,10938
23,0,2,9240
23,1,0,5666
23,1,1,6120
23,1,2,7518
23,2,0,7748
23,2,1,6164
23,2,2,8142
23,3,0,7333
23,3,1,10454
23,3,2,10309
23,4,0,10719
23,4,1,10322
23,4,2,5762
23,5,0,9289
23,5,1,8192
23,5,2,10912
24,0,0,6289
24,0,1,7527
24,0,2,5477
24,1,0,10542
24,1,1,8568
24,1,2,6966
24,2,0,6434
24,2,1,8575
24,2,2,7765
24,3,0,7428
24,3,1,9689
24,3,2,5876
24,4,0,7411
24,4,1,6838
24,4,2,5842
24,5,0,6991
24,5,1,9181
24,5,2,10818
25,0,0,10858
25,0,1,6055
25,0,2,8649
25,1,0,5634
25,1,1,5875
25,1,2,9723
25,2,0,8045
25,2,1,6547
25,2,2,7222
25,3,0,7575
25,3,1,8758
25,3,2,8413
25,4,0,5413
25,4,1,7504
25,4,2,8743
25,5,0,9318
25,5,1,9855
25,5,2,9038
26,0,0,6739
26,0,1,10475
26,0,2,6891
26,1,0,5870
26,1,1,5997
26,1,2,8403
26,2,0,10702
26,2,1,5444
26,2,2,8529
26,3,0,10083
26,3,1,5823
26,3,2,10594
26,4,0,10086
26,4,1,6451
26,4,2,10012
26,5,0,7102
26,5,1,8612
26,5,2,6464
27,0,0,8836
27,0,1,9627
27,0,2,10947
27,1,0,7955
27,1,1,6830
27,1,2,6729
27,2,0,10827
27,2,1,10563
27,2,2,9248
27,3,0,10114
27,3,1,5498
27,3,2,5795
27,4,0,10243
27,4,1,9614
27,4,2,10324
27,5,0,5146
27,5,1,10054
27,5,2,9438
28,0,0,5760
28,0,1,5938
28,0,2,9744
28,1,0,5423
28,1,1,10594
28,1,2,7294
28,2,0,6623
28,2,1,6102
28,2,2,6414
28,3,0,9354
28,3,1,6346
28,3,2,9678
28,4,0,5354
28,4,1,10254
28,4,2,5982
28,5,0,10080
28,5,1,10671
28,5,2,6244
29,0,0,6183
29,0,1,6947
29,0,2,5022
29,1,0,10667
29,1,1,5081
29,1,2,6546
29,2,0,5730
29,2,1,6529
29,2,2,9308
29,3,0,10327
29,3,1,5679
29,3,2,6465
29,4,0,5296
29,4,1,10337
29,4,2,6924
29,5,0,9417
29,5,1,10842
29,5,2,5641
30,0,0,5880
30,0,1,5727
30,0,2,10411
30,1,0,5851
30,1,1,8234
30,1,2,10615
30,2,0,10944
30,2,1,7231
30,2,2,9685
30,3,0,6761
30,3,1,5949
30,3,2,9759
30,4,0,10991
30,4,1,8705
30,4,2,7504
30,5,0,5649
30,5,1,6327
30,5,2,6457
31,0,0,7225
31,0,1,6077
31,0,2,10034
31,1,0,5372
31,1,1,10536
31,1,2,8792
31,2,0,10884
31,2,1,9840
31,2,2,5302
31,3,0,5885
31,3,1,6930
31,3,2,6828
31,4,0,8812
31,4,1,8517
31,4,2,5582
31,5,0,8821
31,5,1,8130
31,5,2,8750
32,0,0,10210
32,0,1,6546
32,0,2,5348
32,1,0,9595
32,1,1,8780
32,1,2,5287
32,2,0,5099
32,2,1,7945
32,2,2,8457
32,3,0,9608
32,3,1,7425
32,3,2,10973
32,4,0,7491
32,4,1,9265
32,4,2,10699
32,5,0,8179
32,5,1,7199
32,5,2,9426
33,0,0,8960
33,0,1,8613
33,0,2,7621
33,1,0,9353
33,1,1,7184
33,1,2,5654
33,2,0,6950
33,2,1,10532
33,2,2,8060
33,3,0,7116
33,3,1,7022
33,3,2,6942
33,4,0,8988
33,4,1,5622
33,4,2,6409
33,5,0,10126
33,5,1,5999
33,5,2,8677
34,0,0,10135
34,0,1,6178
34,0,2,5653
34,1,0,5956
34,1,1,9977
34,1,2,8541
34,2,0,9313
34,2,1,8827
34,2,2,8884
34,3,0,9530
34,3,1,7313
34,3,2,10477
34,4,0,5426
34,4,1,9661
34,4,2,6774
34,5,0,6282
34,5,1,10033
34,5,2,6031
35,0,0,8462
35,0,1,7586
35,0,2,5719
35,1,0,8637
35,1,1,10833
35,1,2,6004
35,2,0,9846
35,2,1,5313
35,2,2,9678
35,3,0,10334
35,3,1,7787
35,3,2,9023
35,4,0,9833
35,4,1,7356
35,4,2,9331
35,5,0,9986
35,5,1,5282
35,5,2,10418
36,0,0,7381
36,0,1,7104
36,0,2,10714
36,1,0,5091
36,1,1,9109
36,1,2,7731
36,2,0,7124
36,2,1,9089
36,2,2,10415
36,3,0,6234
36,3,1,9322
36,3,2,7929
36,4,0,5260
36,4,1,10305
36,4,2,6283
36,5,0,6811
36,5,1,7964
36,5,2,6338
