ship,k,row,value
6,1,15,1081
6,1,16,960
6,1,17,1143
6,1,18,923
6,1,19,1160
6,2,0,988
6,2,1,1192
6,2,2,1082
6,2,3,1071
6,2,4,1040
6,2,5,1055
6,2,6,982
6,2,7,1044
6,2,8,1195
6,2,9,932
6,2,10,1039
6,2,11,1072
6,2,12,929
6,2,13,1113
6,2,14,1006
6,2,15,979
6,2,16,1087
6,2,17,1069
6,2,18,1061
6,2,19,1155
7,0,0,1045
7,0,1,907
7,0,2,1175
7,0,3,985
7,0,4,1155
7,0,5,981
7,0,6,1186
7,0,7,1014
7,0,8,1143
7,0,9,920
7,0,10,1186
7,0,11,1179
7,0,12,905
7,0,13,980
7,0,14,946
7,0,15,1186
7,0,16,1139
7,0,17,1193
7,0,18,1148
7,0,19,1167
7,1,0,1138
7,1,1,1134
7,1,2,1128
7,1,3,1160
7,1,4,1197
7,1,5,1182
7,1,6,1020
7,1,7,976
7,1,8,1033
7,1,9,1155
7,1,10,1114
7,1,11,963
7,1,12,1133
7,1,13,1003
7,1,14,1024
7,1,15,1059
7,1,16,949
7,1,17,991
7,1,18,1031
7,1,19,1159
7,2,0,924
7,2,1,1057
7,2,2,1052
7,2,3,919
7,2,4,1179
7,2,5,1020
7,2,6,995
7,2,7,1177
7,2,8,1045
7,2,9,1095
7,2,10,1130
7,2,11,933
7,2,12,971
7,2,13,1088
7,2,14,1168
7,2,15,941
7,2,16,1079
7,2,17,1021
7,2,18,989
7,2,19,1162
8,0,0,1027
8,0,1,1162
8,0,2,1112
8,0,3,1174
8,0,4,953
8,0,5,919
8,0,6,1138
8,0,7,1184
8,0,8,1161
8,0,9,1019
8,0,10,1056
8,0,11,1062
8,0,12,1120
8,0,13,1051
8,0,14,1014
8,0,15,953
8,0,16,950
8,0,17,1066
8,0,18,952
8,0,19,1119
8,1,0,951
8,1,1,1080
8,1,2,912
8,1,3,1132
8,1,4,1138
8,1,5,1061
8,1,6,985
8,1,7,1184
8,1,8,1139
8,1,9,1125
8,1,10,967
8,1,11,965
8,1,12,1014
8,1,13,907
8,1,14,998
8,1,15,916
8,1,16,957
8,1,17,1147
8,1,18,1031
8,1,19,1133
8,2,0,1002
8,2,1,1163
8,2,2,1024
8,2,3,1199
8,2,4,1069
8,2,5,993
8,2,6,1028
8,2,7,956
8,2,8,1123
8,2,9,902
8,2,10,939
8,2,11,1162
8,2,12,1013
8,2,13,1079
8,2,14,1044
8,2,15,911
8,2,16,991
8,2,17,1083
8,2,18,992
8,2,19,1081
9,0,0,1056
9,0,1,1006
9,0,2,1175
9,0,3,995
9,0,4,949
9,0,5,1184
9,0,6,942
9,0,7,1049
9,0,8,1053
9,0,9,983
9,0,10,1006
9,0,11,973
9,0,12,1019
9,0,13,1028
9,0,14,1130
9,0,15,1115
9,0,16,1054
9,0,17,901
9,0,18,931
9,0,19,1038
9,1,0,941
9,1,1,1128
9,1,2,968
9,1,3,1062
9,1,4,911
9,1,5,934
9,1,6,1167
9,1,7,1177
9,1,8,1005
9,1,9,974
9,1,10,972
9,1,11,910
9,1,12,1172
9,1,13,938
9,1,14,900
9,1,15,1039
9,1,16,1038
9,1,17,996
9,1,18,946
9,1,19,1134
9,2,0,1012
9,2,1,1170
9,2,2,1172
9,2,3,1037
9,2,4,1013
9,2,5,1114
9,2,6,935
9,2,7,1057
9,2,8,1180
9,2,9,1050
9,2,10,1004
9,2,11,1048
9,2,12,954
9,2,13,924
9,2,14,1160
9,2,15,1091
9,2,16,1076
9,2,17,1135
9,2,18,1039
9,2,19,1163
10,0,0,1100
10,0,1,917
10,0,2,973
10,0,3,1197
10,0,4,1045
10,0,5,1067
10,0,6,900
10,0,7,1112
10,0,8,1155
10,0,9,1000
10,0,10,1085
10,0,11,931
10,0,12,1123
10,0,13,1196
10,0,14,939
10,0,15,1057
10,0,16,1115
10,0,17,941
10,0,18,996
10,0,19,952
10,1,0,1091
10,1,1,1188
10,1,2,963
10,1,3,1186
10,1,4,984
10,1,5,933
10,1,6,1165
10,1,7,1000
10,1,8,979
10,1,9,1154
10,1,10,901
10,1,11,1073
10,1,12,1056
10,1,13,1126
10,1,14,1096
10,1,15,1022
10,1,16,1168
10,1,17,983
10,1,18,1159
10,1,19,1096
10,2,0,1077
10,2,1,918
10,2,2,1180
10,2,3,1146
10,2,4,1138
10,2,5,956
10,2,6,1119
10,2,7,1189
10,2,8,1165
10,2,9,1166
10,2,10,977
10,2,11,1166
10,2,12,1070
10,2,13,920
10,2,14,964
10,2,15,904
10,2,16,1037
10,2,17,1020
10,2,18,1022
10,2,19,998
