ship,berth,k,value
16,3,1,7162
16,3,2,8558
16,4,0,8084
16,4,1,6788
16,4,2,5969
16,5,0,6351
16,5,1,10510
16,5,2,5429
16,6,0,9567
16,6,1,9969
16,6,2,6664
17,0,0,10584
17,0,1,10763
17,0,2,7312
17,1,0,10325
17,1,1,10868
17,1,2,10122
17,2,0,6869
17,2,1,5829
17,2,2,10068
17,3,0,7556
17,3,1,9351
17,3,2,7846
17,4,0,9549
17,4,1,9020
17,4,2,9684
17,5,0,10895
17,5,1,10558
17,5,2,6824
17,6,0,8998
17,6,1,10772
17,6,2,10526
18,0,0,5394
18,0,1,7725
18,0,2,9163
18,1,0,9978
18,1,1,6171
18,1,2,8892
18,2,0,6865
18,2,1,10685
18,2,2,7077
18,3,0,5777
18,3,1,7571
18,3,2,9088
18,4,0,10477
18,4,1,9868
18,4,2,10803
18,5,0,6850
18,5,1,7028
18,5,2,9671
18,6,0,5015
18,6,1,9613
18,6,2,6656
19,0,0,8418
19,0,1,10054
19,0,2,10382
19,1,0,10617
19,1,1,7339
19,1,2,6002
19,2,0,6475
19,2,1,9049
19,2,2,6540
19,3,0,5338
19,3,1,8428
19,3,2,9662
19,4,0,7445
19,4,1,8045
19,4,2,6046
19,5,0,5270
19,5,1,10227
19,5,2,9468
19,6,0,5205
19,6,1,9773
19,6,2,6306
20,0,0,7832
20,0,1,10868
20,0,2,8432
20,1,0,6697
20,1,1,8199
20,1,2,8134
20,2,0,6025
20,2,1,6550
20,2,2,7933
20,3,0,7299
20,3,1,5116
20,3,2,7935
20,4,0,10889
20,4,1,10540
20,4,2,5694
20,5,0,7261
20,5,1,7505
20,5,2,7445
20,6,0,9663
20,6,1,7829
20,6,2,6761
21,0,0,5429
21,0,1,9294
21,0,2,5340
21,1,0,9734
21,1,1,7657
21,1,2,5751
21,2,0,6323
21,2,1,10265
21,2,2,5701
21,3,0,7977
21,3,1,9698
21,3,2,5019
21,4,0,5087
21,4,1,8555
21,4,2,7370
21,5,0,7986
21,5,1,5561
21,5,2,5492
21,6,0,6366
21,6,1,6137
21,6,2,7442
22,0,0,6103
22,0,1,10301
22,0,2,5202
22,1,0,6519
22,1,1,7578
22,1,2,9887
22,2,0,6045
22,2,1,8284
22,2,2,10507
22,3,0,7377
22,3,1,8639
22,3,2,5363
22,4,0,10335
22,4,1,7119
22,4,2,8161
22,5,0,9869
22,5,1,6085
22,5,2,7965
22,6,0,9390
22,6,1,9760
22,6,2,5736
23,0,0,10186
23,0,1,6270
23,0,2,7719
23,1,0,10292
23,1,1,9886
23,1,2,7968
23,2,0,9849
23,2,1,7041
23,2,2,7831
23,3,0,9531
23,3,1,5544
23,3,2,7543
23,4,0,8188
23,4,1,10078
23,4,2,8084
23,5,0,9850
23,5,1,7592
23,5,2,6685
23,6,0,5479
23,6,1,8613
23,6,2,5676
24,0,0,8549
24,0,1,7446
24,0,2,8324
24,1,0,5080
24,1,1,7766
24,1,2,9803
24,2,0,10317
24,2,1,6210
24,2,2,7841
24,3,0,9329
24,3,1,8477
24,3,2,8231
24,4,0,6518
24,4,1,9235
24,4,2,7918
24,5,0,5714
24,5,1,6843
24,5,2,8279
24,6,0,8421
24,6,1,10356
24,6,2,7066
25,0,0,7060
25,0,1,5641
25,0,2,10418
25,1,0,7347
25,1,1,8113
25,1,2,6165
25,2,0,10426
25,2,1,7918
25,2,2,7188
25,3,0,9839
25,3,1,6611
25,3,2,7617
25,4,0,6355
25,4,1,10829
25,4,2,5182
25,5,0,8833
25,5,1,9672
25,5,2,5393
25,6,0,5210
25,6,1,5121
25,6,2,5371
26,0,0,5929
26,0,1,5484
26,0,2,6755
26,1,0,7377
26,1,1,5036
26,1,2,10818
26,2,0,7199
26,2,1,9410
26,2,2,10631
26,3,0,10824
26,3,1,5932
26,3,2,9998
26,4,0,6196
26,4,1,8452
26,4,2,6924
26,5,0,9755
26,5,1,10809
26,5,2,5236
26,6,0,6689
26,6,1,10143
26,6,2,7432
27,0,0,9614
27,0,1,5756
27,0,2,10937
27,1,0,10139
27,1,1,10973
27,1,2,10860
27,2,0,7374
27,2,1,9979
27,2,2,8036
27,3,0,9278
27,3,1,8397
27,3,2,6435
27,4,0,6655
27,4,1,10764
27,4,2,6866
27,5,0,5821
27,5,1,9775
27,5,2,10620
27,6,0,9880
27,6,1,6519
27,6,2,10024
28,0,0,7071
28,0,1,8640
28,0,2,10204
28,1,0,7748
28,1,1,5140
28,1,2,7360
28,2,0,10448
28,2,1,7077
28,2,2,6586
28,3,0,7694
28,3,1,5653
28,3,2,6591
28,4,0,7107
28,4,1,7172
28,4,2,9257
28,5,0,8252
28,5,1,5251
28,5,2,10793
28,6,0,9618
28,6,1,6876
28,6,2,8751
29,0,0,5951
29,0,1,7288
29,0,2,9850
29,1,0,6324
29,1,1,6391
29,1,2,6595
29,2,0,7431
29,2,1,8051
29,2,2,6644
29,3,0,8064
29,3,1,8559
29,3,2,10904
29,4,0,5887
29,4,1,8986
29,4,2,9811
29,5,0,7454
29,5,1,10998
29,5,2,6813
29,6,0,10157
29,6,1,9367
29,6,2,5531
30,0,0,5218
30,0,1,5833
30,0,2,6476
30,1,0,8089
30,1,1,6684
30,1,2,9993
30,2,0,8151
30,2,1,7837
30,2,2,6657
30,3,0,9189
30,3,1,10490
30,3,2,8840
30,4,0,10851
30,4,1,5415
30,4,2,6187
30,5,0,9757
30,5,1,6836
30,5,2,6616
30,6,0,9906
30,6,1,9989
30,6,2,6179
31,0,0,8952
31,0,1,5812
31,0,2,7079
31,1,0,8169
31,1,1,9502
31,1,2,6638
31,2,0,8611
31,2,1,8920
31,2,2,7738
31,3,0,10123
31,3,1,10904
31,3,2,9501
31,4,0,9704
31,4,1,9607
31,4,2,6061
31,5,0,10793
31,5,1,8229
31,5,2,9863
31,6,0,7922
31,6,1,6354
31,6,2,7316
32,0,0,6096
32,0,1,10658
32,0,2,5104
32,1,0,6817
32,1,1,7222
32,1,2,10908
32,2,0,10706
32,2,1,5455
32,2,2,9512
32,3,0,10337
32,3,1,5161
32,3,2,5616
32,4,0,6871
32,4,1,7765
32,4,2,5870
32,5,0,7154
32,5,1,7754
32,5,2,8037
32,6,0,8773
32,6,1,6969
32,6,2,10464
33,0,0,7282
33,0,1,8501
33,0,2,5545
33,1,0,6733
33,1,1,10941
33,1,2,5212
33,2,0,7714
33,2,1,10543
33,2,2,6464
33,3,0,8645
33,3,1,6131
33,3,2,8404
33,4,0,7451
33,4,1,6189
33,4,2,10532
33,5,0,8699
33,5,1,9605
33,5,2,5519
33,6,0,8743
33,6,1,10072
33,6,2,10397
34,0,0,6388
34,0,1,8385
34,0,2,7102
34,1,0,5021
34,1,1,9655
34,1,2,10176
34,2,0,9708
34,2,1,10702
34,2,2,7653
34,3,0,5455
34,3,1,10480
34,3,2,7252
34,4,0,10703
34,4,1,5912
34,4,2,7378
34,5,0,7477
34,5,1,8465
34,5,2,10940
34,6,0,10890
34,6,1,7270
34,6,2,9259
35,0,0,6154
35,0,1,9881
35,0,2,8377
35,1,0,5252
35,1,1,7969
35,1,2,5374
35,2,0,8045
35,2,1,9036
35,2,2,7263
35,3,0,5919
35,3,1,7924
35,3,2,6748
35,4,0,10292
35,4,1,9253
35,4,2,7944
35,5,0,5040
35,5,1,8632
35,5,2,10242
35,6,0,5457
35,6,1,6603
35,6,2,8901
36,0,0,5948
36,0,1,8978
36,0,2,9959
36,1,0,10080
36,1,1,7698
36,1,2,9095
36,2,0,7047
36,2,1,8272
36,2,2,5186
36,3,0,7205
36,3,1,7339
36,3,2,5233
36,4,0,5053
36,4,1,7411
36,4,2,6879
36,5,0,10971
36,5,1,10126
36,5,2,10247
36,6,0,8458
36,6,1,8994
36,6,2,9837
37,0,0,10998
37,0,1,8973
37,0,2,8601
37,1,0,6477
37,1,1,10506
37,1,2,5040
37,2,0,9566
37,2,1,9770
37,2,2,10321
37,3,0,6525
37,3,1,7163
37,3,2,7172
37,4,0,9369
37,4,1,8801
37,4,2,6401
37,5,0,10983
37,5,1,9743
37,5,2,7286
37,6,0,10277
37,6,1,10872
37,6,2,8166
38,0,0,8183
38,0,1,7445
38,0,2,7760
38,1,0,10438
38,1,1,7455
38,1,2,5709
38,2,0,10654
38,2,1,7966
38,2,2,6767
38,3,0,9490
38,3,1,5675
38,3,2,10200
38,4,0,6053
38,4,1,8016
38,4,2,5926
38,5,0,9719
38,5,1,8091
38,5,2,6986
38,6,0,8898
38,6,1,7587
38,6,2,6627
39,0,0,6100
39,0,1,5083
39,0,2,6347
39,1,0,6070
39,1,1,6267
39,1,2,5453
39,2,0,8208
39,2,1,7039
39,2,2,9198
39,3,0,10687
39,3,1,8483
39,3,2,8485
39,4,0,7433
39,4,1,5933
39,4,2,8648
39,5,0,7917
39,5,1,5050
39,5,2,7378
39,6,0,9587
39,6,1,9666
39,6,2,7326
