ship,berth,k,value
17,3,0,10732
17,3,1,8783
17,3,2,6716
17,4,0,9117
17,4,1,6214
17,4,2,6289
17,5,0,9357
17,5,1,10581
17,5,2,6573
18,0,0,6181
18,0,1,9733
18,0,2,7506
18,1,0,9968
18,1,1,8763
18,1,2,8637
18,2,0,10118
18,2,1,8054
18,2,2,5583
18,3,0,8428
18,3,1,10483
18,3,2,10074
18,4,0,5575
18,4,1,10033
18,4,2,8424
18,5,0,8394
18,5,1,9790
18,5,2,8217
19,0,0,7667
19,0,1,7643
19,0,2,6990
19,1,0,9371
19,1,1,10440
19,1,2,5526
19,2,0,9322
19,2,1,9833
19,2,2,10584
19,3,0,9202
19,3,1,7398
19,3,2,10401
19,4,0,7725
19,4,1,10411
19,4,2,5630
19,5,0,10199
19,5,1,8783
19,5,2,5303
20,0,0,8124
20,0,1,7862
20,0,2,10788
20,1,0,6164
20,1,1,7816
20,1,2,9186
20,2,0,9089
20,2,1,5433
20,2,2,7676
20,3,0,8162
20,3,1,5961
20,3,2,9610
20,4,0,7142
20,4,1,10082
20,4,2,10993
20,5,0,10978
20,5,1,9068
20,5,2,8601
21,0,0,6358
21,0,1,7822
21,0,2,5512
21,1,0,9825
21,1,1,7839
21,1,2,5070
21,2,0,8525
21,2,1,6737
21,2,2,7838
21,3,0,5741
21,3,1,6792
21,3,2,6902
21,4,0,9734
21,4,1,10917
21,4,2,5484
21,5,0,8284
21,5,1,5991
21,5,2,5196
22,0,0,5931
22,0,1,8386
22,0,2,10666
22,1,0,9315
22,1,1,10704
22,1,2,6050
22,2,0,10394
22,2,1,9222
22,2,2,10308
22,3,0,5623
22,3,1,9686
22,3,2,6216
22,4,0,5402
22,4,1,7433
22,4,2,10565
22,5,0,9142
22,5,1,8476
22,5,2,9199
23,0,0,5802
23,0,1,7412
23,0,2,5779
23,1,0,6163
23,1,1,7551
23,1,2,7942
23,2,0,10680
23,2,1,9767
23,2,2,10950
23,3,0,6988
23,3,1,8280
23,3,2,7584
23,4,0,9558
23,4,1,6209
23,4,2,5696
23,5,0,7608
23,5,1,8776
23,5,2,6339
24,0,0,7968
24,0,1,6172
24,0,2,6441
24,1,0,6744
24,1,1,6514
24,1,2,5215
24,2,0,5979
24,2,1,9365
24,2,2,9286
24,3,0,10944
24,3,1,5494
24,3,2,5936
24,4,0,5872
24,4,1,9726
24,4,2,8502
24,5,0,6267
24,5,1,10992
24,5,2,6746
25,0,0,7751
25,0,1,10678
25,0,2,6406
25,1,0,9146
25,1,1,6803
25,1,2,7066
25,2,0,8584
25,2,1,8000
25,2,2,6399
25,3,0,7233
25,3,1,9479
25,3,2,7261
25,4,0,10892
25,4,1,5376
25,4,2,5532
25,5,0,8085
25,5,1,10174
25,5,2,10396
26,0,0,7343
26,0,1,9042
26,0,2,8002
26,1,0,9163
26,1,1,8803
26,1,2,6779
26,2,0,5640
26,2,1,10526
26,2,2,9024
26,3,0,7619
26,3,1,7239
26,3,2,6786
26,4,0,8199
26,4,1,5246
26,4,2,6910
26,5,0,7100
26,5,1,7756
26,5,2,7603
27,0,0,8576
27,0,1,6749
27,0,2,10869
27,1,0,5066
27,1,1,9909
27,1,2,10395
27,2,0,7589
27,2,1,6331
27,2,2,6018
27,3,0,7369
27,3,1,5297
27,3,2,9097
27,4,0,7582
27,4,1,10481
27,4,2,10614
27,5,0,7606
27,5,1,10697
27,5,2,9261
28,0,0,6432
28,0,1,5594
28,0,2,10603
28,1,0,10719
28,1,1,8261
28,1,2,6995
28,2,0,7716
28,2,1,7063
28,2,2,8364
28,3,0,9378
28,3,1,5566
28,3,2,5533
28,4,0,7083
28,4,1,9764
28,4,2,8499
28,5,0,7131
28,5,1,10706
28,5,2,6690
29,0,0,5680
29,0,1,8870
29,0,2,9268
29,1,0,7629
29,1,1,6032
29,1,2,6456
29,2,0,9238
29,2,1,5217
29,2,2,7454
29,3,0,8829
29,3,1,8058
29,3,2,7839
29,4,0,7343
29,4,1,8175
29,4,2,10486
29,5,0,9973
29,5,1,7178
29,5,2,7991
30,0,0,8842
30,0,1,10266
30,0,2,8995
30,1,0,7403
30,1,1,7049
30,1,2,9677
30,2,0,5368
30,2,1,5410
30,2,2,7889
30,3,0,10332
30,3,1,9061
30,3,2,10406
30,4,0,7826
30,4,1,7729
30,4,2,5255
30,5,0,8206
30,5,1,10393
30,5,2,10979
31,0,0,9972
31,0,1,6898
31,0,2,10410
31,1,0,10481
31,1,1,5037
31,1,2,10253
31,2,0,10504
31,2,1,8062
31,2,2,10364
31,3,0,5848
31,3,1,5243
31,3,2,8478
31,4,0,10591
31,4,1,5744
31,4,2,8741
31,5,0,5869
31,5,1,9631
31,5,2,9446
32,0,0,6122
32,0,1,9568
32,0,2,8544
32,1,0,7520
32,1,1,8273
32,1,2,6807
32,2,0,5682
32,2,1,8109
32,2,2,8261
32,3,0,5942
32,3,1,6443
32,3,2,9687
32,4,0,5307
32,4,1,6943
32,4,2,10243
32,5,0,7526
32,5,1,10829
32,5,2,5004
33,0,0,6843
33,0,1,6781
33,0,2,5517
33,1,0,8226
33,1,1,7326
33,1,2,7956
33,2,0,10676
33,2,1,5200
33,2,2,9753
33,3,0,9280
33,3,1,7396
33,3,2,5120
33,4,0,7008
33,4,1,10997
33,4,2,5322
33,5,0,7631
33,5,1,8817
33,5,2,5489
34,0,0,6407
34,0,1,10762
34,0,2,6958
34,1,0,9937
34,1,1,6649
34,1,2,9458
34,2,0,5481
34,2,1,5662
34,2,2,8718
34,3,0,8119
34,3,1,7457
34,3,2,10416
34,4,0,7640
34,4,1,9572
34,4,2,5228
34,5,0,6534
34,5,1,10016
34,5,2,6055
