ship,berth,k,value
6,0,0,5034
6,0,1,6256
6,0,2,10017
6,1,0,9330
6,1,1,5035
6,1,2,6516
6,2,0,7637
6,2,1,8149
6,2,2,9183
6,3,0,5628
6,3,1,6745
6,3,2,9945
6,4,0,10881
6,4,1,8746
6,4,2,7872
6,5,0,7805
6,5,1,7863
6,5,2,6809
6,6,0,5614
6,6,1,8327
6,6,2,10803
6,7,0,10205
6,7,1,10373
6,7,2,10253
6,8,0,10265
6,8,1,5137
6,8,2,5567
7,0,0,5122
7,0,1,8710
7,0,2,8832
7,1,0,8342
7,1,1,10597
7,1,2,6672
7,2,0,7864
7,2,1,9514
7,2,2,9548
7,3,0,8427
7,3,1,8565
7,3,2,9533
7,4,0,10169
7,4,1,9297
7,4,2,5667
7,5,0,7632
7,5,1,5782
7,5,2,6767
7,6,0,6275
7,6,1,10482
7,6,2,7606
7,7,0,6399
7,7,1,9107
7,7,2,6838
7,8,0,7870
7,8,1,8446
7,8,2,9856
8,0,0,9597
8,0,1,9286
8,0,2,10770
8,1,0,5085
8,1,1,5338
8,1,2,9041
8,2,0,8201
8,2,1,10721
8,2,2,9306
8,3,0,10773
8,3,1,8589
8,3,2,9868
8,4,0,7941
8,4,1,7942
8,4,2,8914
8,5,0,8209
8,5,1,6721
8,5,2,9989
8,6,0,10492
8,6,1,8962
8,6,2,8018
8,7,0,6931
8,7,1,6443
8,7,2,5489
8,8,0,5505
8,8,1,7191
8,8,2,5732
9,0,0,7240
9,0,1,7039
9,0,2,5050
9,1,0,6959
9,1,1,9325
9,1,2,5005
9,2,0,6580
9,2,1,8793
9,2,2,6387
9,3,0,6747
9,3,1,7109
9,3,2,7016
9,4,0,5419
9,4,1,8909
9,4,2,7350
9,5,0,9330
9,5,1,5360
9,5,2,7240
9,6,0,5518
9,6,1,10114
9,6,2,8972
9,7,0,7423
9,7,1,5788
9,7,2,6181
9,8,0,10726
9,8,1,7109
9,8,2,10314
10,0,0,7064
10,0,1,9394
10,0,2,6825
10,1,0,5622
10,1,1,5638
10,1,2,10735
10,2,0,8738
10,2,1,9881
10,2,2,6675
10,3,0,5291
10,3,1,10962
10,3,2,8232
10,4,0,10109
10,4,1,9070
10,4,2,5774
10,5,0,6074
10,5,1,6363
10,5,2,5450
10,6,0,7789
10,6,1,7195
10,6,2,8233
10,7,0,10236
10,7,1,8716
10,7,2,8971
10,8,0,10318
10,8,1,10511
10,8,2,8246
11,0,0,9583
11,0,1,8797
11,0,2,8796
11,1,0,6741
11,1,1,9863
11,1,2,9624
11,2,0,7744
11,2,1,7414
11,2,2,7378
11,3,0,8675
11,3,1,10410
11,3,2,5341
11,4,0,5155
11,4,1,10887
11,4,2,10228
11,5,0,7378
11,5,1,7340
11,5,2,8302
11,6,0,9002
11,6,1,7271
11,6,2,7245
11,7,0,6667
11,7,1,6769
11,7,2,10587
11,8,0,7848
11,8,1,7006
11,8,2,5426
12,0,0,9529
12,0,1,7184
12,0,2,8949
12,1,0,5404
12,1,1,7559
12,1,2,8390
12,2,0,9063
12,2,1,10247
12,2,2,5343
12,3,0,5373
12,3,1,6258
12,3,2,5495
12,4,0,9042
12,4,1,7529
12,4,2,7552
12,5,0,8926
12,5,1,10034
12,5,2,10832
12,6,0,5303
12,6,1,9813
12,6,2,10047
12,7,0,6322
12,7,1,9395
12,7,2,10570
12,8,0,10469
12,8,1,9699
12,8,2,7021
13,0,0,6895
13,0,1,10419
13,0,2,5474
13,1,0,7634
13,1,1,9688
13,1,2,7163
13,2,0,6563
13,2,1,5083
13,2,2,6502
13,3,0,7515
13,3,1,5231
13,3,2,5287
13,4,0,6746
13,4,1,9077
13,4,2,7903
13,5,0,6036
13,5,1,10729
13,5,2,6093
13,6,0,10652
13,6,1,6235
13,6,2,5989
13,7,0,6433
13,7,1,9747
13,7,2,8538
13,8,0,5954
13,8,1,9896
13,8,2,7861
14,0,0,8959
14,0,1,5616
14,0,2,8765
14,1,0,5023
14,1,1,9288
14,1,2,10957
14,2,0,9725
14,2,1,7534
14,2,2,7886
14,3,0,6179
14,3,1,5748
14,3,2,5695
14,4,0,7281
14,4,1,7833
14,4,2,9342
14,5,0,6236
14,5,1,10492
14,5,2,7519
14,6,0,5029
14,6,1,10367
14,6,2,8684
14,7,0,6512
14,7,1,7265
14,7,2,8014
14,8,0,7225
14,8,1,10316
14,8,2,10865
15,0,0,10197
15,0,1,10949
15,0,2,9737
15,1,0,6859
15,1,1,5831
15,1,2,8397
15,2,0,7088
15,2,1,8244
15,2,2,9403
15,3,0,7871
15,3,1,7547
15,3,2,10295
15,4,0,6122
15,4,1,9205
15,4,2,5762
15,5,0,7215
15,5,1,8792
15,5,2,6230
15,6,0,10439
15,6,1,9164
15,6,2,9270
15,7,0,10716
15,7,1,7352
15,7,2,6205
15,8,0,10845
15,8,1,5624
15,8,2,7489
16,0,0,5678
16,0,1,7151
16,0,2,10469
16,1,0,5738
16,1,1,10176
16,1,2,5938
16,2,0,9285
16,2,1,6662
16,2,2,9458
16,3,0,6900
16,3,1,10633
16,3,2,6954
16,4,0,9073
16,4,1,10055
16,4,2,7172
16,5,0,10146
16,5,1,7560
16,5,2,8558
16,6,0,10121
16,6,1,6349
16,6,2,5070
16,7,0,10191
16,7,1,8917
16,7,2,8931
16,8,0,5190
16,8,1,7778
16,8,2,8494
17,0,0,8114
17,0,1,5141
17,0,2,7991
17,1,0,7413
17,1,1,6903
17,1,2,5689
17,2,0,9822
17,2,1,7171
17,2,2,8906
17,3,0,7989
17,3,1,8994
17,3,2,6490
17,4,0,7845
17,4,1,5716
17,4,2,7917
17,5,0,5240
17,5,1,6540
17,5,2,8058
17,6,0,7547
17,6,1,6791
17,6,2,5232
17,7,0,10815
17,7,1,6066
17,7,2,5413
17,8,0,9711
17,8,1,7156
17,8,2,10369
18,0,0,10756
18,0,1,6383
18,0,2,7883
18,1,0,5734
18,1,1,10436
18,1,2,10501
18,2,0,8089
18,2,1,5385
18,2,2,7145
18,3,0,6602
18,3,1,8031
18,3,2,10907
18,4,0,7923
18,4,1,10030
18,4,2,9206
18,5,0,5632
18,5,1,5699
18,5,2,7227
18,6,0,9103
18,6,1,9339
18,6,2,10906
18,7,0,9600
18,7,1,9925
18,7,2,9132
18,8,0,5720
18,8,1,7136
18,8,2,8520
19,0,0,10395
19,0,1,9706
19,0,2,9630
19,1,0,8777
19,1,1,10142
19,1,2,6538
19,2,0,7021
19,2,1,7969
19,2,2,6972
19,3,0,10073
19,3,1,6203
19,3,2,8866
19,4,0,7698
19,4,1,9040
19,4,2,5745
19,5,0,9567
19,5,1,7193
19,5,2,10861
19,6,0,9021
19,6,1,10717
19,6,2,9264
19,7,0,7031
19,7,1,5952
19,7,2,5471
19,8,0,7483
19,8,1,7138
19,8,2,10151
20,0,0,5950
20,0,1,8337
20,0,2,7746
20,1,0,9338
20,1,1,7403
20,1,2,6232
20,2,0,5509
20,2,1,10985
20,2,2,5412
20,3,0,5578
20,3,1,10856
20,3,2,6995
20,4,0,10295
20,4,1,7509
20,4,2,7146
20,5,0,6507
20,5,1,6296
20,5,2,8557
20,6,0,7830
20,6,1,9517
20,6,2,8725
20,7,0,7117
20,7,1,7824
20,7,2,6689
20,8,0,9190
20,8,1,9463
20,8,2,7197
21,0,0,8048
21,0,1,10599
21,0,2,7343
21,1,0,6734
21,1,1,9440
21,1,2,6437
21,2,0,10533
21,2,1,9890
21,2,2,7386
21,3,0,7772
21,3,1,6485
21,3,2,10976
21,4,0,9784
21,4,1,9746
21,4,2,10010
21,5,0,10687
21,5,1,8539
21,5,2,8830
21,6,0,6721
21,6,1,9387
21,6,2,7413
21,7,0,6562
21,7,1,7987
21,7,2,5262
21,8,0,5030
21,8,1,10254
21,8,2,7853
22,0,0,10776
22,0,1,8890
22,0,2,5648
22,1,0,6831
22,1,1,9158
22,1,2,8832
22,2,0,7804
22,2,1,9329
22,2,2,7810
22,3,0,10481
22,3,1,5986
22,3,2,6205
22,4,0,7915
22,4,1,9849
22,4,2,5313
22,5,0,8799
22,5,1,7455
22,5,2,10550
22,6,0,9433
22,6,1,8780
22,6,2,7772
22,7,0,6870
22,7,1,5021
22,7,2,7366
22,8,0,10826
22,8,1,5541
22,8,2,6691
23,0,0,7588
23,0,1,5711
23,0,2,6448
23,1,0,9805
23,1,1,6499
23,1,2,9213
23,2,0,10109
23,2,1,5789
23,2,2,8614
23,3,0,8523
23,3,1,7462
23,3,2,6234
23,4,0,8556
23,4,1,7180
23,4,2,5132
23,5,0,7827
23,5,1,8853
23,5,2,10387
23,6,0,9336
23,6,1,8614
23,6,2,6082
23,7,0,8071
23,7,1,5870
23,7,2,10808
23,8,0,5127
23,8,1,9379
23,8,2,9792
24,0,0,7093
24,0,1,10363
24,0,2,8602
24,1,0,9266
24,1,1,10800
24,1,2,9944
24,2,0,5245
24,2,1,8824
24,2,2,9466
24,3,0,8774
24,3,1,8265
24,3,2,6117
24,4,0,10213
24,4,1,7772
24,4,2,6839
24,5,0,8971
24,5,1,8717
24,5,2,10273
24,6,0,8074
24,6,1,10159
24,6,2,8495
24,7,0,5768
24,7,1,5696
24,7,2,9786
24,8,0,8391
24,8,1,8029
24,8,2,8685
25,0,0,8596
25,0,1,9192
25,0,2,10627
25,1,0,8011
25,1,1,10030
25,1,2,8438
25,2,0,9167
25,2,1,10415
25,2,2,9399
25,3,0,9250
25,3,1,7428
25,3,2,5202
25,4,0,6282
25,4,1,5966
25,4,2,6877
25,5,0,9231
25,5,1,7368
25,5,2,7560
25,6,0,6278
25,6,1,8099
25,6,2,5377
25,7,0,7403
25,7,1,6689
25,7,2,10571
25,8,0,6591
25,8,1,5262
25,8,2,5234
26,0,0,8138
26,0,1,9216
26,0,2,8305
26,1,0,10465
26,1,1,9639
26,1,2,5025
26,2,0,8405
26,2,1,6150
26,2,2,5841
26,3,0,5217
26,3,1,5366
26,3,2,6318
26,4,0,6827
26,4,1,9490
26,4,2,5495
26,5,0,9420
26,5,1,8152
26,5,2,5719
26,6,0,6470
26,6,1,9062
26,6,2,9276
26,7,0,10910
26,7,1,8095
26,7,2,6655
26,8,0,7648
26,8,1,9616
26,8,2,9787
27,0,0,8574
27,0,1,6140
27,0,2,8967
27,1,0,9980
27,1,1,5401
27,1,2,10985
27,2,0,6774
27,2,1,9801
27,2,2,10535
27,3,0,10698
27,3,1,10103
27,3,2,5373
27,4,0,5629
27,4,1,8305
27,4,2,5738
27,5,0,6091
27,5,1,10315
27,5,2,5651
27,6,0,10822
27,6,1,6721
27,6,2,9626
27,7,0,7578
27,7,1,8505
27,7,2,6308
27,8,0,7134
27,8,1,7079
27,8,2,8080
28,0,0,9041
28,0,1,6248
28,0,2,6196
28,1,0,6544
28,1,1,5030
28,1,2,6174
28,2,0,9299
28,2,1,6753
28,2,2,5880
28,3,0,5917
28,3,1,8134
28,3,2,7365
28,4,0,8801
28,4,1,7336
28,4,2,5372
28,5,0,8562
28,5,1,7732
28,5,2,8986
28,6,0,9533
28,6,1,5269
28,6,2,6697
28,7,0,8643
28,7,1,10474
28,7,2,9100
28,8,0,10463
28,8,1,10230
28,8,2,5156
29,0,0,10912
29,0,1,6989
29,0,2,8838
29,1,0,9021
29,1,1,8766
29,1,2,7522
29,2,0,6785
29,2,1,8298
29,2,2,7748
29,3,0,5040
29,3,1,10563
29,3,2,10873
29,4,0,10161
29,4,1,6877
29,4,2,9570
29,5,0,5456
29,5,1,5442
29,5,2,10670
29,6,0,7705
29,6,1,6047
29,6,2,10714
29,7,0,6355
29,7,1,7772
29,7,2,7762
29,8,0,10955
29,8,1,7158
29,8,2,5840
30,0,0,6325
30,0,1,10985
30,0,2,8995
30,1,0,9721
30,1,1,9371
30,1,2,8837
30,2,0,9739
30,2,1,5539
30,2,2,10823
30,3,0,8731
30,3,1,7233
30,3,2,10108
30,4,0,8702
30,4,1,8328
30,4,2,8391
30,5,0,8670
30,5,1,5262
30,5,2,5795
30,6,0,7080
30,6,1,9156
30,6,2,7401
30,7,0,10947
30,7,1,7572
30,7,2,5654
30,8,0,5048
30,8,1,9786
30,8,2,8400
31,0,0,10507
31,0,1,9441
31,0,2,7718
31,1,0,9787
31,1,1,7584
31,1,2,6096
31,2,0,7621
31,2,1,10442
31,2,2,5245
31,3,0,5826
31,3,1,5719
31,3,2,10463
31,4,0,10019
31,4,1,5725
31,4,2,9138
31,5,0,10267
31,5,1,7962
31,5,2,6679
31,6,0,10808
31,6,1,7291
31,6,2,8583
31,7,0,10131
31,7,1,10233
31,7,2,8854
31,8,0,10713
31,8,1,9421
31,8,2,9143
32,0,0,6770
32,0,1,8642
32,0,2,7173
32,1,0,9107
32,1,1,5013
32,1,2,10460
32,2,0,7884
32,2,1,5890
32,2,2,9794
32,3,0,8238
32,3,1,5838
32,3,2,8719
32,4,0,9358
32,4,1,10899
32,4,2,10450
32,5,0,5828
32,5,1,9379
32,5,2,6815
32,6,0,6963
32,6,1,9872
32,6,2,9992
32,7,0,9990
32,7,1,10381
32,7,2,5887
32,8,0,9132
32,8,1,5612
32,8,2,9886
33,0,0,8680
33,0,1,6489
33,0,2,7464
33,1,0,7850
33,1,1,7995
33,1,2,8080
33,2,0,8589
33,2,1,5907
33,2,2,10713
33,3,0,6398
33,3,1,8210
33,3,2,9218
33,4,0,7551
33,4,1,5547
33,4,2,7874
33,5,0,9498
33,5,1,6448
33,5,2,9729
33,6,0,6515
33,6,1,8856
33,6,2,5461
33,7,0,7310
33,7,1,5969
33,7,2,5243
33,8,0,9671
33,8,1,8234
33,8,2,6597
34,0,0,10196
34,0,1,5401
34,0,2,8753
34,1,0,5378
34,1,1,9882
34,1,2,9811
34,2,0,9893
34,2,1,7659
34,2,2,9808
34,3,0,7029
34,3,1,5065
34,3,2,5916
34,4,0,6618
34,4,1,9001
34,4,2,9469
34,5,0,7717
34,5,1,5352
34,5,2,6924
34,6,0,5639
34,6,1,8932
34,6,2,9394
34,7,0,8629
34,7,1,9264
34,7,2,7953
34,8,0,7100
34,8,1,9715
34,8,2,7619
35,0,0,7076
35,0,1,9004
35,0,2,8903
35,1,0,9507
35,1,1,8280
35,1,2,9144
35,2,0,7510
35,2,1,5333
35,2,2,5587
35,3,0,9742
35,3,1,10566
35,3,2,7765
35,4,0,9869
35,4,1,5157
35,4,2,10088
35,5,0,9791
35,5,1,9873
35,5,2,6800
35,6,0,10369
35,6,1,9675
35,6,2,8166
35,7,0,6832
35,7,1,8338
35,7,2,9643
35,8,0,6696
35,8,1,7452
35,8,2,8719
36,0,0,7061
36,0,1,6718
36,0,2,10211
36,1,0,7247
36,1,1,7885
36,1,2,9231
36,2,0,9607
36,2,1,7604
36,2,2,9015
36,3,0,10809
36,3,1,10266
36,3,2,6026
36,4,0,8044
36,4,1,5569
36,4,2,8547
36,5,0,9556
36,5,1,7516
36,5,2,8118
36,6,0,8591
36,6,1,6936
36,6,2,6124
36,7,0,8527
36,7,1,7021
36,7,2,8788
36,8,0,6917
36,8,1,9622
36,8,2,9880
37,0,0,6444
37,0,1,5416
37,0,2,10659
37,1,0,9990
37,1,1,7816
37,1,2,7514
37,2,0,8412
37,2,1,9709
37,2,2,8741
37,3,0,5312
37,3,1,5717
37,3,2,10488
37,4,0,9018
37,4,1,6753
37,4,2,6916
37,5,0,6562
37,5,1,6111
37,5,2,8765
37,6,0,9463
37,6,1,5609
37,6,2,9120
37,7,0,8612
37,7,1,6679
37,7,2,10635
37,8,0,9862
37,8,1,8766
37,8,2,8912
38,0,0,8246
38,0,1,7751
38,0,2,6068
38,1,0,7120
38,1,1,5215
38,1,2,9781
38,2,0,9609
38,2,1,9052
38,2,2,6801
38,3,0,6005
38,3,1,9460
38,3,2,7875
38,4,0,5069
38,4,1,8421
38,4,2,7636
38,5,0,8058
38,5,1,5846
38,5,2,10300
38,6,0,6619
38,6,1,10952
38,6,2,8518
38,7,0,9418
38,7,1,9476
38,7,2,6595
38,8,0,5924
38,8,1,7457
38,8,2,8126
39,0,0,9310
39,0,1,10121
39,0,2,6960
39,1,0,6408
39,1,1,5375
39,1,2,6082
39,2,0,10689
39,2,1,7371
39,2,2,9608
39,3,0,6192
39,3,1,10862
39,3,2,6984
39,4,0,6359
39,4,1,9178
39,4,2,8915
39,5,0,8175
39,5,1,7302
39,5,2,5100
39,6,0,6993
39,6,1,10904
39,6,2,7055
39,7,0,7078
39,7,1,5520
39,7,2,8978
39,8,0,5600
39,8,1,5596
39,8,2,9263
40,0,0,9677
40,0,1,10877
40,0,2,8456
40,1,0,6096
40,1,1,5534
40,1,2,9832
40,2,0,8731
40,2,1,10124
40,2,2,6149
40,3,0,6719
40,3,1,6100
40,3,2,6148
40,4,0,8210
40,4,1,8588
40,4,2,9405
40,5,0,9033
40,5,1,8939
40,5,2,5318
40,6,0,5808
40,6,1,8215
40,6,2,6402
40,7,0,7690
40,7,1,9891
40,7,2,6967
40,8,0,8964
40,8,1,8004
40,8,2,9553
41,0,0,8725
41,0,1,10180
41,0,2,8257
41,1,0,6182
41,1,1,7276
41,1,2,8834
41,2,0,9326
41,2,1,6904
41,2,2,9634
41,3,0,6961
41,3,1,7422
41,3,2,5886
41,4,0,7652
41,4,1,9407
41,4,2,5927
41,5,0,8377
41,5,1,6748
41,5,2,6801
41,6,0,10596
41,6,1,10793
41,6,2,10844
41,7,0,5126
41,7,1,7019
41,7,2,9934
41,8,0,6083
41,8,1,7279
41,8,2,6879
42,0,0,7762
42,0,1,8281
42,0,2,9660
42,1,0,6199
42,1,1,6857
42,1,2,6618
42,2,0,7814
42,2,1,5675
42,2,2,5454
42,3,0,9248
42,3,1,7694
42,3,2,8752
42,4,0,10895
42,4,1,6427
42,4,2,6193
42,5,0,5927
42,5,1,7955
42,5,2,10420
42,6,0,10621
42,6,1,6275
42,6,2,7195
42,7,0,8802
42,7,1,8612
42,7,2,7417
42,8,0,9543
42,8,1,9358
42,8,2,8354
43,0,0,7107
43,0,1,9090
43,0,2,7518
43,1,0,7942
43,1,1,7667
43,1,2,5756
43,2,0,6554
43,2,1,6645
43,2,2,9821
43,3,0,9970
43,3,1,6021
43,3,2,6085
43,4,0,8347
43,4,1,7903
43,4,2,6680
43,5,0,6779
43,5,1,8517
43,5,2,6442
43,6,0,6091
43,6,1,5767
43,6,2,7957
43,7,0,9246
43,7,1,8513
43,7,2,8781
43,8,0,5979
43,8,1,6748
43,8,2,5845
44,0,0,6468
44,0,1,6020
44,0,2,8283
44,1,0,8504
44,1,1,5023
44,1,2,7040
44,2,0,8147
44,2,1,6232
44,2,2,10719
44,3,0,7987
44,3,1,6369
44,3,2,9785
44,4,0,7993
44,4,1,5849
44,4,2,7625
44,5,0,10231
44,5,1,10480
44,5,2,8032
44,6,0,9882
44,6,1,8306
44,6,2,6871
44,7,0,5767
44,7,1,9123
44,7,2,10303
44,8,0,6740
44,8,1,10394
44,8,2,8879
45,0,0,10153
45,0,1,8641
45,0,2,6934
45,1,0,5308
45,1,1,8257
45,1,2,5858
45,2,0,7021
45,2,1,9487
45,2,2,7263
45,3,0,9545
45,3,1,10465
45,3,2,9012
45,4,0,9227
45,4,1,7311
45,4,2,6695
45,5,0,5433
45,5,1,10098
45,5,2,10255
45,6,0,5897
45,6,1,10494
45,6,2,5960
45,7,0,9147
45,7,1,10034
45,7,2,10361
45,8,0,10606
45,8,1,5585
45,8,2,7212
46,0,0,10842
46,0,1,6305
46,0,2,9586
46,1,0,5189
46,1,1,8009
46,1,2,10225
46,2,0,10221
46,2,1,5593
46,2,2,9019
46,3,0,10267
46,3,1,5228
46,3,2,7359
46,4,0,7041
46,4,1,8404
46,4,2,5774
46,5,0,10547
46,5,1,10657
46,5,2,8034
46,6,0,5178
46,6,1,7839
46,6,2,8020
46,7,0,10333
46,7,1,6115
46,7,2,5387
46,8,0,7850
46,8,1,9065
46,8,2,6130
47,0,0,10028
47,0,1,8045
47,0,2,6714
47,1,0,8467
47,1,1,7045
47,1,2,8293
47,2,0,9102
47,2,1,5682
47,2,2,6027
47,3,0,10117
47,3,1,7466
47,3,2,10121
47,4,0,5129
47,4,1,10675
47,4,2,7099
47,5,0,7796
47,5,1,10404
47,5,2,5757
47,6,0,8901
47,6,1,9460
47,6,2,10758
47,7,0,5294
47,7,1,6156
47,7,2,8425
47,8,0,10332
47,8,1,6916
47,8,2,10841
48,0,0,9784
48,0,1,5949
48,0,2,9105
48,1,0,8466
48,1,1,5748
48,1,2,5627
48,2,0,9852
48,2,1,8985
48,2,2,7674
48,3,0,7404
48,3,1,8433
48,3,2,5894
48,4,0,5158
48,4,1,7223
48,4,2,7370
48,5,0,10231
48,5,1,10650
48,5,2,10341
48,6,0,6053
48,6,1,8358
48,6,2,6173
48,7,0,5982
48,7,1,8882
48,7,2,8642
48,8,0,7456
48,8,1,7928
48,8,2,5815
49,0,0,7599
49,0,1,6537
49,0,2,5245
49,1,0,5771
49,1,1,8709
49,1,2,6266
49,2,0,7004
49,2,1,10295
49,2,2,10722
49,3,0,5694
49,3,1,10100
49,3,2,10417
49,4,0,7874
49,4,1,5673
49,4,2,6757
49,5,0,9380
49,5,1,5017
49,5,2,5970
49,6,0,9123
49,6,1,7810
49,6,2,9055
49,7,0,7317
49,7,1,9363
49,7,2,10233
49,8,0,9086
49,8,1,6807
49,8,2,8385
